GEOID_ZCTA5_20,GEOID_COUNTY_20,NAMELSAD_COUNTY_20,AREALAND_PART
92311,06071,San Bernardino County,1099248299
85736,04019,Pima County,1098957378
81637,08045,Garfield County,1097950205
83610,16087,Washington County,1097768944
63935,29181,Ripley County,1095422909
86023,04005,Coconino County,1094103547
77836,48051,Burleson County,1093635375
87746,35047,San Miguel County,1092681024
78022,48297,Live Oak County,1091152163
73852,40153,Woodward County,1091039217
59911,30047,Lake County,1090568713
80743,08121,Washington County,1090436209
39120,28001,Adams County,1090428903
69154,31069,Garden County,1089528266
69345,31007,Banner County,1089066672
59016,30003,Big Horn County,1088805652
87416,35045,San Juan County,1088643239
67749,20039,Decatur County,1087906163
88136,35011,De Baca County,1087255668
81321,08083,Montezuma County,1086756565
58413,38051,McIntosh County,1086359731
42633,21231,Wayne County,1086080164
96027,06093,Siskiyou County,1085692436
89414,32013,Humboldt County,1083865731
83320,16013,Blaine County,1083296324
58568,38085,Sioux County,1083193780
59714,30031,Gallatin County,1083045640
81091,08071,Las Animas County,1082214591
83645,16087,Washington County,1079887914
85332,04025,Yavapai County,1078968533
98922,53037,Kittitas County,1078003037
58831,38053,McKenzie County,1077560109
54896,55113,Sawyer County,1076409007
76483,48447,Throckmorton County,1075201163
76450,48503,Young County,1074181336
98563,53027,Grays Harbor County,1072933328
59758,30031,Gallatin County,1072095414
83263,16041,Franklin County,1071884518
78332,48249,Jim Wells County,1071667634
78629,48177,Gonzales County,1071540230
89419,32027,Pershing County,1069185059
36401,01035,Conecuh County,1068657521
12847,36041,Hamilton County,1068471843
76401,48143,Erath County,1065238684
80611,08123,Weld County,1065234708
81326,08067,La Plata County,1064671879
69348,31013,Box Butte County,1063966336
83420,16043,Fremont County,1063887859
82727,56005,Campbell County,1063794567
87455,35045,San Juan County,1063694378
98830,53017,Douglas County,1062905720
59052,30097,Sweet Grass County,1062267110
82731,56005,Campbell County,1058406110
86054,04017,Navajo County,1057415197
67740,20179,Sheridan County,1057317620
83861,16009,Benewah County,1055230633
33982,12015,Charlotte County,1054422334
79059,48393,Roberts County,1053018692
83677,16085,Valley County,1052779525
57649,46105,Perkins County,1051903125
76904,48451,Tom Green County,1051299587
54843,55113,Sawyer County,1050541165
80836,08063,Kit Carson County,1050468931
73939,40139,Texas County,1050025989
79355,48501,Yoakum County,1048205641
04408,23009,Hancock County,1047559288
81064,08009,Baca County,1046105842
85534,04011,Greenlee County,1045571032
59344,30025,Fallon County,1044926040
89833,32007,Elko County,1043493317
73945,40139,Texas County,1043304502
65775,29091,Howell County,1042984295
86321,04025,Yavapai County,1041072095
49920,26071,Iron County,1040632179
81223,08043,Fremont County,1040541766
81133,08023,Costilla County,1039775949
67029,20033,Comanche County,1038163441
94558,06055,Napa County,1035612676
79068,48065,Carson County,1035574053
59452,30045,Judith Basin County,1033195645
57451,46045,Edmunds County,1030394418
87063,35057,Torrance County,1029284922
79739,48173,Glasscock County,1028231279
56672,27021,Cass County,1027751585
93513,06027,Inyo County,1027602246
98944,53005,Benton County,1026736909
82213,56031,Platte County,1026340412
34739,12097,Osceola County,1024868187
58651,38011,Bowman County,1024370628
76442,48093,Comanche County,1022394375
79072,48189,Hale County,1022074338
36545,01025,Clarke County,1021653456
81323,08033,Dolores County,1020747302
58529,38037,Grant County,1020240306
32060,12121,Suwannee County,1020099421
87827,35003,Catron County,1019952790
79065,48179,Gray County,1019299140
69166,31171,Thomas County,1019173039
58623,38011,Bowman County,1018923564
67420,20123,Mitchell County,1018220550
84525,49015,Emery County,1018117260
82836,56033,Sheridan County,1016856405
67701,20193,Thomas County,1016426062
86545,04001,Apache County,1015827507
56431,27001,Aitkin County,1015791979
39339,28159,Winston County,1015036220
54452,55069,Lincoln County,1014170356
39051,28079,Leake County,1014042726
97913,41045,Malheur County,1014030556
93545,06027,Inyo County,1012997769
93635,06047,Merced County,1012000337
97638,41037,Lake County,1011825151
97830,41069,Wheeler County,1011450406
83530,16049,Idaho County,1010869812
93265,06107,Tulare County,1009261523
77905,48469,Victoria County,1008211941
81020,08071,Las Animas County,1008001223
98952,53077,Yakima County,1006964710
98241,53061,Snohomish County,1006953600
97620,41037,Lake County,1006823592
58621,38033,Golden Valley County,1006591097
71744,05013,Calhoun County,1004042127
79095,48087,Collingsworth County,1004041155
84050,49029,Morgan County,1003773260
89019,32003,Clark County,1003731534
73628,40129,Roger Mills County,1003723715
69347,31161,Sheridan County,1003640123
80815,08063,Kit Carson County,1002617263
87560,35047,San Miguel County,1002159674
58563,38059,Morton County,1001659533
57780,46103,Pennington County,1001656900
76941,48235,Irion County,1001396152
76837,48095,Concho County,999874366
57758,46093,Meade County,999187178
68822,31041,Custer County,999061252
39452,28039,George County,998869837
57745,46103,Pennington County,997240371
96010,06105,Trinity County,994154001
88038,35017,Grant County,993038311
84714,49021,Iron County,991531534
67730,20153,Rawlins County,991083294
59826,30063,Missoula County,989054570
85530,04009,Graham County,988908461
85543,04009,Graham County,984880062
79040,48195,Hansford County,984848246
93622,06019,Fresno County,984841887
81143,08109,Saguache County,983966134
93451,06053,Monterey County,982521906
57568,46085,Lyman County,982282489
93257,06107,Tulare County,981271681
58622,38007,Billings County,980865376
86445,04015,Mohave County,980295263
97733,41035,Klamath County,980202565
89415,32021,Mineral County,980158798
58601,38089,Stark County,978775257
65536,29105,Laclede County,978051455
57651,46063,Harding County,977392379
04961,23025,Somerset County,977281978
82620,56025,Natrona County,977159278
59925,30029,Flathead County,976283607
65608,29067,Douglas County,974829163
59754,30057,Madison County,973586803
59351,30075,Powder River County,973262903
30830,13033,Burke County,972540579
79241,48153,Floyd County,971971707
36756,01105,Perry County,971540380
69366,31031,Cherry County,970751266
59339,30021,Dawson County,970201723
69336,31123,Morrill County,970141709
39350,28099,Neshoba County,969542450
57763,46047,Fall River County,967499045
99119,53051,Pend Oreille County,966207215
97530,41029,Jackson County,966192302
69211,31031,Cherry County,966171101
81131,08109,Saguache County,966117064
82441,56003,Big Horn County,965643641
77856,48395,Robertson County,965349825
79718,48389,Reeves County,964247342
76531,48193,Hamilton County,964001391
93040,06111,Ventura County,963783348
86441,04015,Mohave County,963694705
92363,06071,San Bernardino County,963533140
57382,46073,Jerauld County,963126021
67661,20147,Phillips County,962779186
83128,56023,Lincoln County,962348351
73759,40053,Grant County,961996572
79257,48045,Briscoe County,961810020
58636,38025,Dunn County,961716510
80734,08095,Phillips County,961620879
59450,30015,Chouteau County,961527279
75951,48241,Jasper County,959957187
87056,35049,Santa Fe County,959797929
57747,46047,Fall River County,959628088
80833,08073,Lincoln County,959203733
80536,08069,Larimer County,958681811
71220,22067,Morehouse Parish,958500216
59540,30041,Hill County,957240977
59345,30017,Custer County,956833823
56623,27077,Lake of the Woods County,956683709
88417,35019,Guadalupe County,956382840
76240,48097,Cooke County,956252292
59243,30083,Richland County,956247884
59874,30089,Sanders County,956243941
58463,38083,Sheridan County,955996534
28719,37173,Swain County,954946572
80446,08049,Grand County,953722113
57437,46089,McPherson County,953634803
59412,30013,Cascade County,952871449
74301,40035,Craig County,952701160
81022,08101,Pueblo County,952502010
81601,08045,Garfield County,952153532
36037,01013,Butler County,951651453
39341,28103,Noxubee County,951331771
98858,53017,Douglas County,950688362
58634,38053,McKenzie County,949038621
59059,30065,Musselshell County,948629203
59542,30005,Blaine County,947837000
86409,04015,Mohave County,947252618
32321,12077,Liberty County,947059320
92356,06071,San Bernardino County,946834679
80101,08039,Elbert County,946103706
97640,41037,Lake County,944989201
89408,32001,Churchill County,944970828
83856,16017,Bonner County,944646768
96058,06093,Siskiyou County,944536871
54555,55099,Price County,943205840
73947,40025,Cimarron County,941756337
85346,04012,La Paz County,941572618
98577,53049,Pacific County,941493429
71646,05003,Ashley County,941430549
71483,22127,Winn Parish,941168165
71655,05043,Drew County,940723336
67801,20057,Ford County,940090339
97820,41023,Grant County,939528570
74538,40029,Coal County,939398618
85390,04013,Maricopa County,939375383
84336,49003,Box Elder County,939292031
84660,49049,Utah County,938039222
38655,28071,Lafayette County,937902442
57601,46041,Dewey County,936206984
58540,38055,McLean County,936028668
80802,08017,Cheyenne County,935638340
97458,41011,Coos County,934804107
82212,56015,Goshen County,934696331
03592,33007,Coos County,934568922
81132,08105,Rio Grande County,933335376
57633,46031,Corson County,933073848
77954,48123,DeWitt County,932986163
67601,20051,Ellis County,931911340
98584,53045,Mason County,931058332
73801,40153,Woodward County,930730384
97524,41029,Jackson County,930698479
99639,02122,Kenai Peninsula Borough,930396337
54501,55085,Oneida County,929727567
77957,48239,Jackson County,929404286
92309,06071,San Bernardino County,928495534
74728,40089,McCurtain County,928259557
97865,41023,Grant County,926662150
76844,48333,Mills County,926016480
57569,46085,Lyman County,925875288
87037,35045,San Juan County,924901621
76801,48049,Brown County,923616683
97623,41035,Klamath County,923318865
57752,46102,Oglala Lakota County,922787381
80728,08075,Logan County,921492901
79504,48059,Callahan County,920789416
78155,48187,Guadalupe County,920630540
59711,30023,Deer Lodge County,919564542
70634,22011,Beauregard Parish,917548306
57471,46045,Edmunds County,916814643
85337,04013,Maricopa County,916787827
99714,02090,Fairbanks North Star Borough,916774338
78017,48163,Frio County,915453140
98237,53057,Skagit County,915172933
78636,48031,Blanco County,915028001
57456,46089,McPherson County,914484149
77437,48481,Wharton County,914267352
69147,31069,Garden County,913839105
97843,41049,Morrow County,913495545
78058,48265,Kerr County,913233528
80757,08121,Washington County,912834673
92250,06025,Imperial County,912664020
83114,56023,Lincoln County,910785048
88231,35025,Lea County,909057279
97741,41031,Jefferson County,905488249
69128,31105,Kimball County,905092994
59088,30111,Yellowstone County,904766538
67654,20137,Norton County,904236780
88012,35013,Doña Ana County,903387106
81101,08003,Alamosa County,902617121
85322,04013,Maricopa County,901976545
85333,04013,Maricopa County,901961641
79079,48483,Wheeler County,901876948
57620,46105,Perkins County,901751162
83638,16085,Valley County,900013089
85911,04017,Navajo County,899792171
99341,53001,Adams County,898700368
89010,32009,Esmeralda County,898285769
98288,53033,King County,897204549
84726,49017,Garfield County,895864911
71343,22025,Catahoula Parish,894970511
24426,51005,Alleghany County,894882289
57274,46037,Day County,894494634
59444,30101,Toole County,894368931
95223,06003,Alpine County,893893043
98361,53041,Lewis County,893225442
79027,48069,Castro County,892882966
93308,06029,Kern County,892506776
73401,40019,Carter County,892327075
87412,35039,Rio Arriba County,891875977
58494,38015,Burleigh County,891484172
57430,46091,Marshall County,890251553
89405,32031,Washoe County,889937700
96051,06089,Shasta County,889485482
72740,05087,Madison County,889470770
85641,04019,Pima County,889435497
69155,31101,Keith County,888911516
36507,01003,Baldwin County,888720414
99587,02020,Anchorage Municipality,888712848
32680,12029,Dixie County,888563635
83414,56039,Teton County,887644994
59214,30055,McCone County,886964698
59259,30021,Dawson County,886868961
69360,31161,Sheridan County,885459984
78380,48355,Nueces County,885012397
57355,46015,Brule County,884881719
59447,30045,Judith Basin County,884394513
58533,38037,Grant County,883694662
59537,30071,Phillips County,882999365
97603,41035,Klamath County,882211741
95338,06043,Mariposa County,880820748
59529,30005,Blaine County,880506598
57555,46121,Todd County,880349336
59736,30001,Beaverhead County,879693558
71923,05019,Clark County,879018540
86511,04001,Apache County,878689667
85624,04023,Santa Cruz County,877984690
80468,08049,Grand County,877943697
41179,21135,Lewis County,877943112
77327,48291,Liberty County,877429621
83115,56035,Sublette County,876418851
85625,04003,Cochise County,876332481
40962,21051,Clay County,876199498
81201,08015,Chaffee County,876098138
81403,08085,Montrose County,875500982
88081,35035,Otero County,875494757
58474,38021,Dickey County,874272094
93517,06051,Mono County,873938772
69145,31105,Kimball County,873618231
58530,38065,Oliver County,873062153
88051,35017,Grant County,872863159
87121,35001,Bernalillo County,872602045
99402,53003,Asotin County,871137431
86338,04025,Yavapai County,870967116
96123,06035,Lassen County,870829101
81039,08101,Pueblo County,870658178
96041,06105,Trinity County,869050076
98948,53077,Yakima County,868528311
81044,08011,Bent County,868313931
59722,30077,Powell County,868177059
70438,22117,Washington Parish,868018639
63775,29157,Perry County,867909985
59314,30075,Powder River County,867832809
99141,53019,Ferry County,866857876
72601,05009,Boone County,866447909
81424,08085,Montrose County,866280331
59079,30111,Yellowstone County,865312016
57369,46023,Charles Mix County,865009593
98267,53057,Skagit County,864762311
28906,37039,Cherokee County,863141777
58421,38031,Foster County,862784487
55072,27115,Pine County,862085218
87321,35006,Cibola County,861557924
67560,20135,Ness County,861440271
83011,56039,Teton County,861139263
98844,53047,Okanogan County,860753189
87035,35057,Torrance County,860411890
92283,06025,Imperial County,860103878
56628,27061,Itasca County,859265656
99143,53075,Whitman County,858140730
58561,38047,Logan County,857699129
39823,13099,Early County,857200284
88055,35017,Grant County,857129044
79855,48109,Culberson County,856796598
54451,55119,Taylor County,856064545
55736,27137,St. Louis County,855723996
33471,12043,Glades County,855406256
80804,08073,Lincoln County,852963481
67104,20007,Barber County,852269417
79370,48125,Dickens County,851919020
